experiment_id,job_id,job_key,condition,workflow,run_id,task_id,repetition,category,answer_type,status,outcome,attempt_count,successful_attempt_count,selected_attempt_ended_at,final_answer,expected_answer,correct,grading_status,grader_extracted_answer,grader_reasoning,grader_confidence,contract_valid,error_reason,model_calls,input_tokens,output_tokens,reasoning_tokens,total_tokens,cost_usd,wall_time_ms
hle-representative-40-scaling-v1,job_9ba27916a206a7d2251283cb,debate-e-medium-a3-r1|670147f7dc193e3fa8260419|1,debate-e-medium-a3-r1,,,670147f7dc193e3fa8260419,1,Math,short_answer,missing,missing,0,0,,,3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_05943bf97d6667ea89696b66,debate-e-medium-a3-r1|6702780d39fbddbbfdaffdf0|1,debate-e-medium-a3-r1,,,6702780d39fbddbbfdaffdf0,1,Math,short_answer,missing,missing,0,0,,,81,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_c3d8069c87f45eb7827154a8,debate-e-medium-a3-r1|6702db18a423c5b9f9c1c49c|1,debate-e-medium-a3-r1,,,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,missing,missing,0,0,,,no,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_2e0e1ca9cc85bc226c5ca655,debate-e-medium-a3-r1|6704486baf0a436d92c65161|1,debate-e-medium-a3-r1,,,6704486baf0a436d92c65161,1,Biology/Medicine,short_answer,missing,missing,0,0,,,"diltiazem, chlorthalidone, spironolactone",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_e2d1803c4d342fe011945ec4,debate-e-medium-a3-r1|67055b15222ba55ab0b88431|1,debate-e-medium-a3-r1,,,67055b15222ba55ab0b88431,1,Humanities/Social Science,short_answer,missing,missing,0,0,,,Pedicare,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_703770b564f9c290a449eb76,debate-e-medium-a3-r1|670dab3f29ad02fff2ae1d9a|1,debate-e-medium-a3-r1,,,670dab3f29ad02fff2ae1d9a,1,Math,short_answer,missing,missing,0,0,,,"$\max(t_H,t_G)+k-1$",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_e370673ccebcd30dd4358252,debate-e-medium-a3-r1|670e92583011a5b80bfb6c60|1,debate-e-medium-a3-r1,,,670e92583011a5b80bfb6c60,1,Math,multiple_choice,missing,missing,0,0,,,B,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_831ecd7c9319005da4181bf9,debate-e-medium-a3-r1|670eeb9c997568ed4298871e|1,debate-e-medium-a3-r1,,,670eeb9c997568ed4298871e,1,Math,short_answer,missing,missing,0,0,,,-(-1)^n s(|AB|)a_nb_n-\sum_{i<=n-1}a_ib_i,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_1bea2765cecf0b8089b7c38b,debate-e-medium-a3-r1|670f00dc79750a6c73259f4d|1,debate-e-medium-a3-r1,,,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,missing,missing,0,0,,,E,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_e13b45aa11a90f9ec1048e18,debate-e-medium-a3-r1|670f8518ffa4ea9fb0cc5fea|1,debate-e-medium-a3-r1,,,670f8518ffa4ea9fb0cc5fea,1,Math,multiple_choice,missing,missing,0,0,,,C,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_bfbbb0c715c7bd319a22fb3c,debate-e-medium-a3-r1|670fd2a6232fc20b4433c4d7|1,debate-e-medium-a3-r1,,,670fd2a6232fc20b4433c4d7,1,Math,short_answer,missing,missing,0,0,,,[-2 1; -1 2; -4 -1; 2 -1],,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_212e4f01025ded478dfeff90,debate-e-medium-a3-r1|6710f26eaa2039046e5aea6e|1,debate-e-medium-a3-r1,,,6710f26eaa2039046e5aea6e,1,Humanities/Social Science,short_answer,missing,missing,0,0,,,65/58,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_05a47ac62a2397db7eb526f9,debate-e-medium-a3-r1|67169906187dc7ac4a7ae1a8|1,debate-e-medium-a3-r1,,,67169906187dc7ac4a7ae1a8,1,Physics,multiple_choice,missing,missing,0,0,,,A,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_59e0de6d735ee0851ed36cab,debate-e-medium-a3-r1|671ba19847e34cf4ed747b2d|1,debate-e-medium-a3-r1,,,671ba19847e34cf4ed747b2d,1,Math,short_answer,missing,missing,0,0,,,$-\frac{3}{4}$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_dcb5ac165179582fdfb55150,debate-e-medium-a3-r1|671d279f3f722db6ba359bd3|1,debate-e-medium-a3-r1,,,671d279f3f722db6ba359bd3,1,Engineering,short_answer,missing,missing,0,0,,,$W(D) = \frac{N_0}{F^*(D^{-1})}$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_961888755b0e3ae3d96ca9ed,debate-e-medium-a3-r1|671f449c879059a81a74468c|1,debate-e-medium-a3-r1,,,671f449c879059a81a74468c,1,Other,multiple_choice,missing,missing,0,0,,,D,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_4fd0c19a852dc8a8ace79865,debate-e-medium-a3-r1|6720c10ac6e0d9a4953b636f|1,debate-e-medium-a3-r1,,,6720c10ac6e0d9a4953b636f,1,Physics,short_answer,missing,missing,0,0,,,ceil((Tc-M)/(2L))+1,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_1c5c940f3a0fe16888f83147,debate-e-medium-a3-r1|67218f865b0747ce2231d48c|1,debate-e-medium-a3-r1,,,67218f865b0747ce2231d48c,1,Physics,short_answer,missing,missing,0,0,,,"$\frac{2}{\pi}R,\frac{2}{\pi} R$",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_50448383c2d0ecece5dbebcb,debate-e-medium-a3-r1|672473c50c7275f41d6d1e63|1,debate-e-medium-a3-r1,,,672473c50c7275f41d6d1e63,1,Math,short_answer,missing,missing,0,0,,,624,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d40c66d600b954da3f93c509,debate-e-medium-a3-r1|6724900ad8246a7af6d54ff3|1,debate-e-medium-a3-r1,,,6724900ad8246a7af6d54ff3,1,Math,short_answer,missing,missing,0,0,,,Y[4.96],,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_4aab9518633d7af7782fe381,debate-e-medium-a3-r1|672faa45c5a8bce51676ee01|1,debate-e-medium-a3-r1,,,672faa45c5a8bce51676ee01,1,Math,short_answer,missing,missing,0,0,,,"$180,\infty,\frac{n^2-1}{2},2n-22$,yes",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_9958b28de6dad97b344f0ce2,debate-e-medium-a3-r1|67302aea4c42a72918926160|1,debate-e-medium-a3-r1,,,67302aea4c42a72918926160,1,Math,short_answer,missing,missing,0,0,,,$0$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_8730b9dae99391eadf377741,debate-e-medium-a3-r1|6732ca5730bf2e525136b688|1,debate-e-medium-a3-r1,,,6732ca5730bf2e525136b688,1,Math,short_answer,missing,missing,0,0,,,198,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_ecdf59af60cb4d23338fd23d,debate-e-medium-a3-r1|67330386bda81b2106f720dc|1,debate-e-medium-a3-r1,,,67330386bda81b2106f720dc,1,Computer Science/AI,short_answer,missing,missing,0,0,,,Saito,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_04c2fa111ac1dfc1007dd528,debate-e-medium-a3-r1|6733fe294a614b25db9b204a|1,debate-e-medium-a3-r1,,,6733fe294a614b25db9b204a,1,Chemistry,multiple_choice,missing,missing,0,0,,,C,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_6b55c79b8fd2986674dd0a72,debate-e-medium-a3-r1|673612eaff612f83700ec41f|1,debate-e-medium-a3-r1,,,673612eaff612f83700ec41f,1,Other,short_answer,missing,missing,0,0,,,Raisa Maritain,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d7b55d4299a37b42558d872e,debate-e-medium-a3-r1|6737321d90a20eb348edbe03|1,debate-e-medium-a3-r1,,,6737321d90a20eb348edbe03,1,Math,short_answer,missing,missing,0,0,,,3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_a62aaf63dab22adf98eb1b2f,debate-e-medium-a3-r1|67400254c0ce9147b46fadfb|1,debate-e-medium-a3-r1,,,67400254c0ce9147b46fadfb,1,Math,short_answer,missing,missing,0,0,,,0,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_db74d3f1b9a2a8e65e20c806,debate-e-medium-a3-r1|6766662d37a605e5d7cb9ee8|1,debate-e-medium-a3-r1,,,6766662d37a605e5d7cb9ee8,1,Biology/Medicine,multiple_choice,missing,missing,0,0,,,A,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d563dea44ea1c1bfc7e61822,debate-e-medium-a3-r1|67d09fd38fd17c121c0b49ad|1,debate-e-medium-a3-r1,,,67d09fd38fd17c121c0b49ad,1,Other,short_answer,missing,missing,0,0,,,1.117,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_814b69a426bf17c1ee92edc5,debate-e-medium-a3-r3|668825f80a642802bdfeadfa|1,debate-e-medium-a3-r3,,,668825f80a642802bdfeadfa,1,Humanities/Social Science,multiple_choice,missing,missing,0,0,,,D,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_1be35960e8fc3665a85c65e5,debate-e-medium-a3-r3|66ea814c5544860edb5aa9fa|1,debate-e-medium-a3-r3,,,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,missing,missing,0,0,,,1.776 * 10^-3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_4a9654c84604a5af2bb3de04,debate-e-medium-a3-r3|66edf49c46d28f04618d6498|1,debate-e-medium-a3-r3,,,66edf49c46d28f04618d6498,1,Computer Science/AI,short_answer,missing,missing,0,0,,,4.73,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_3aa32b23a24b66c70425def7,debate-e-medium-a3-r3|66f52a03c518a8eba1cf963e|1,debate-e-medium-a3-r3,,,66f52a03c518a8eba1cf963e,1,Math,short_answer,missing,missing,0,0,,,3/2,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_4adb609467d6f57268759295,debate-e-medium-a3-r3|66f83aed0d92e99048a4ae9d|1,debate-e-medium-a3-r3,,,66f83aed0d92e99048a4ae9d,1,Biology/Medicine,multiple_choice,missing,missing,0,0,,,D,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_11e6c74bec31d68b02916f53,debate-e-medium-a3-r3|66fb60f0fce3673bfc606f35|1,debate-e-medium-a3-r3,,,66fb60f0fce3673bfc606f35,1,Computer Science/AI,multiple_choice,missing,missing,0,0,,,F,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_49a056c8d945bca818e1459d,debate-e-medium-a3-r3|66fb75ded83ed7a299fdd136|1,debate-e-medium-a3-r3,,,66fb75ded83ed7a299fdd136,1,Humanities/Social Science,multiple_choice,missing,missing,0,0,,,A,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_e64e66496fe926b5b7a53738,debate-e-medium-a3-r3|66fc550fd90ebe461bfd0c94|1,debate-e-medium-a3-r3,,,66fc550fd90ebe461bfd0c94,1,Computer Science/AI,short_answer,missing,missing,0,0,,,7,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_0326cbb1979aefdb15193584,debate-e-medium-a3-r3|66fd08fb8a146dd80cfb22c0|1,debate-e-medium-a3-r3,,,66fd08fb8a146dd80cfb22c0,1,Math,short_answer,missing,missing,0,0,,,142550893797972739664870582906490524117043564169034167276752220620,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_615b91685fd96cbacebeb7fd,debate-e-medium-a3-r3|6700b2f1fa64315ed5204e61|1,debate-e-medium-a3-r3,,,6700b2f1fa64315ed5204e61,1,Math,short_answer,missing,missing,0,0,,,2357947691,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d96c26111209388641eca4f7,debate-e-medium-a3-r3|670147f7dc193e3fa8260419|1,debate-e-medium-a3-r3,,,670147f7dc193e3fa8260419,1,Math,short_answer,missing,missing,0,0,,,3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_53c2b5a29525118eb652f606,debate-e-medium-a3-r3|6702780d39fbddbbfdaffdf0|1,debate-e-medium-a3-r3,,,6702780d39fbddbbfdaffdf0,1,Math,short_answer,missing,missing,0,0,,,81,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_8c730f065bbdfe6c72ba2839,debate-e-medium-a3-r3|6702db18a423c5b9f9c1c49c|1,debate-e-medium-a3-r3,,,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,missing,missing,0,0,,,no,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_c71d0a889218d6c8265ecb54,debate-e-medium-a3-r3|6704486baf0a436d92c65161|1,debate-e-medium-a3-r3,,,6704486baf0a436d92c65161,1,Biology/Medicine,short_answer,missing,missing,0,0,,,"diltiazem, chlorthalidone, spironolactone",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_a8fdb69143bf8220ea157fc9,debate-e-medium-a3-r3|67055b15222ba55ab0b88431|1,debate-e-medium-a3-r3,,,67055b15222ba55ab0b88431,1,Humanities/Social Science,short_answer,missing,missing,0,0,,,Pedicare,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_39ceb8b3d4419e3369195fa5,debate-e-medium-a3-r3|670dab3f29ad02fff2ae1d9a|1,debate-e-medium-a3-r3,,,670dab3f29ad02fff2ae1d9a,1,Math,short_answer,missing,missing,0,0,,,"$\max(t_H,t_G)+k-1$",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_662345cf65e9d9fa36cc1b9a,debate-e-medium-a3-r3|670e92583011a5b80bfb6c60|1,debate-e-medium-a3-r3,,,670e92583011a5b80bfb6c60,1,Math,multiple_choice,missing,missing,0,0,,,B,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_6483bfc214255c586d2fffdf,debate-e-medium-a3-r3|670eeb9c997568ed4298871e|1,debate-e-medium-a3-r3,,,670eeb9c997568ed4298871e,1,Math,short_answer,missing,missing,0,0,,,-(-1)^n s(|AB|)a_nb_n-\sum_{i<=n-1}a_ib_i,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_aeca319bcae6c6b18db8984b,debate-e-medium-a3-r3|670f00dc79750a6c73259f4d|1,debate-e-medium-a3-r3,,,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,missing,missing,0,0,,,E,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_500387735c7b9f8ed170e948,debate-e-medium-a3-r3|670f8518ffa4ea9fb0cc5fea|1,debate-e-medium-a3-r3,,,670f8518ffa4ea9fb0cc5fea,1,Math,multiple_choice,missing,missing,0,0,,,C,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_74a80c19c906575477ad037b,debate-e-medium-a3-r3|670fd2a6232fc20b4433c4d7|1,debate-e-medium-a3-r3,,,670fd2a6232fc20b4433c4d7,1,Math,short_answer,missing,missing,0,0,,,[-2 1; -1 2; -4 -1; 2 -1],,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_75a7eb9e817dab9a98fdb875,debate-e-medium-a3-r3|6710f26eaa2039046e5aea6e|1,debate-e-medium-a3-r3,,,6710f26eaa2039046e5aea6e,1,Humanities/Social Science,short_answer,missing,missing,0,0,,,65/58,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_cd2f0af43beba80f910447d8,debate-e-medium-a3-r3|67169906187dc7ac4a7ae1a8|1,debate-e-medium-a3-r3,,,67169906187dc7ac4a7ae1a8,1,Physics,multiple_choice,missing,missing,0,0,,,A,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_4e2c918b432ce904134e5fdc,debate-e-medium-a3-r3|671ba19847e34cf4ed747b2d|1,debate-e-medium-a3-r3,,,671ba19847e34cf4ed747b2d,1,Math,short_answer,missing,missing,0,0,,,$-\frac{3}{4}$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_f01fe7f0022ade4c0d6d2b57,debate-e-medium-a3-r3|671d279f3f722db6ba359bd3|1,debate-e-medium-a3-r3,,,671d279f3f722db6ba359bd3,1,Engineering,short_answer,missing,missing,0,0,,,$W(D) = \frac{N_0}{F^*(D^{-1})}$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_5e8a98d4f215c8182f25469d,debate-e-medium-a3-r3|671f449c879059a81a74468c|1,debate-e-medium-a3-r3,,,671f449c879059a81a74468c,1,Other,multiple_choice,missing,missing,0,0,,,D,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_013fa41d64d2c616555d245b,debate-e-medium-a3-r3|6720c10ac6e0d9a4953b636f|1,debate-e-medium-a3-r3,,,6720c10ac6e0d9a4953b636f,1,Physics,short_answer,missing,missing,0,0,,,ceil((Tc-M)/(2L))+1,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d31aa1e0bbf8a79d87ff538c,debate-e-medium-a3-r3|67218f865b0747ce2231d48c|1,debate-e-medium-a3-r3,,,67218f865b0747ce2231d48c,1,Physics,short_answer,missing,missing,0,0,,,"$\frac{2}{\pi}R,\frac{2}{\pi} R$",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_069128796af035c2ff18987c,debate-e-medium-a3-r3|672473c50c7275f41d6d1e63|1,debate-e-medium-a3-r3,,,672473c50c7275f41d6d1e63,1,Math,short_answer,missing,missing,0,0,,,624,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_63e0fda867868c7904640690,debate-e-medium-a3-r3|6724900ad8246a7af6d54ff3|1,debate-e-medium-a3-r3,,,6724900ad8246a7af6d54ff3,1,Math,short_answer,missing,missing,0,0,,,Y[4.96],,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_bb5e01065dd5817a1328ca4a,debate-e-medium-a3-r3|672faa45c5a8bce51676ee01|1,debate-e-medium-a3-r3,,,672faa45c5a8bce51676ee01,1,Math,short_answer,missing,missing,0,0,,,"$180,\infty,\frac{n^2-1}{2},2n-22$,yes",,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_35632402003f8e140f475fa4,debate-e-medium-a3-r3|67302aea4c42a72918926160|1,debate-e-medium-a3-r3,,,67302aea4c42a72918926160,1,Math,short_answer,missing,missing,0,0,,,$0$,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_52dfa9fa049a70a77739bbaa,debate-e-medium-a3-r3|6732ca5730bf2e525136b688|1,debate-e-medium-a3-r3,,,6732ca5730bf2e525136b688,1,Math,short_answer,missing,missing,0,0,,,198,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_ec7c061954b2c1e5557d2fc1,debate-e-medium-a3-r3|67330386bda81b2106f720dc|1,debate-e-medium-a3-r3,,,67330386bda81b2106f720dc,1,Computer Science/AI,short_answer,missing,missing,0,0,,,Saito,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_0668606a1589931e83260505,debate-e-medium-a3-r3|6733fe294a614b25db9b204a|1,debate-e-medium-a3-r3,,,6733fe294a614b25db9b204a,1,Chemistry,multiple_choice,missing,missing,0,0,,,C,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_1a05d6412813d184af0a044f,debate-e-medium-a3-r3|673612eaff612f83700ec41f|1,debate-e-medium-a3-r3,,,673612eaff612f83700ec41f,1,Other,short_answer,missing,missing,0,0,,,Raisa Maritain,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_7eb7c4eeca4bfd3756ab7c1a,debate-e-medium-a3-r3|6737321d90a20eb348edbe03|1,debate-e-medium-a3-r3,,,6737321d90a20eb348edbe03,1,Math,short_answer,missing,missing,0,0,,,3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_6905be6211b1a93c8c68e892,debate-e-medium-a3-r3|67400254c0ce9147b46fadfb|1,debate-e-medium-a3-r3,,,67400254c0ce9147b46fadfb,1,Math,short_answer,missing,missing,0,0,,,0,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_63eebf40b221cc83168e66fa,debate-e-medium-a3-r3|6766662d37a605e5d7cb9ee8|1,debate-e-medium-a3-r3,,,6766662d37a605e5d7cb9ee8,1,Biology/Medicine,multiple_choice,missing,missing,0,0,,,A,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_b48ac2f5f0215851665c0554,debate-e-medium-a3-r3|67d09fd38fd17c121c0b49ad|1,debate-e-medium-a3-r3,,,67d09fd38fd17c121c0b49ad,1,Other,short_answer,missing,missing,0,0,,,1.117,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_87d073b2d1883928422b362f,debate-e-medium-a6-r1|668825f80a642802bdfeadfa|1,debate-e-medium-a6-r1,,,668825f80a642802bdfeadfa,1,Humanities/Social Science,multiple_choice,missing,missing,0,0,,,D,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_d468341efd7959af9e093e09,debate-e-medium-a6-r1|66ea814c5544860edb5aa9fa|1,debate-e-medium-a6-r1,,,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,missing,missing,0,0,,,1.776 * 10^-3,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_52a5557b974e82e757d93479,debate-e-medium-a6-r1|66edf49c46d28f04618d6498|1,debate-e-medium-a6-r1,,,66edf49c46d28f04618d6498,1,Computer Science/AI,short_answer,missing,missing,0,0,,,4.73,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
hle-representative-40-scaling-v1,job_45267c66b3254f5c271cbef1,debate-e-medium-a6-r1|66f52a03c518a8eba1cf963e|1,debate-e-medium-a6-r1,,,66f52a03c518a8eba1cf963e,1,Math,short_answer,missing,missing,0,0,,,3/2,,not_available,,,,0,missing,0,0,0,0,0,0.0,0.0
